Feature Name,Score
c530,-0.20536727506982572
1kq51gpge,-0.20477991391063016
5md60jx,-0.20469584696797427
s02610,-0.20419443603665402
h192,0.20416606201021134
o10001,-0.20410507802485156
1ke57lagx,-0.20360462930547754
1mc87laxxf,-0.20338738776183912
1fu87nz,-0.20274447336091
t3101,0.20149966246960055
o034,-0.20115605925701918
1cm89pfv0,-0.20036768730069465
c3499,0.19857380365142716
1mc87laxxg,-0.19782458587464796
1rd89la,-0.19736720601522925
1vc74lalq,-0.197038649793748
d130,-0.1970043205645858
d630,0.1969595743974912
o14901,0.1967468357754225
1gr89qb,-0.1965311231348696
e41,0.19644077238319121
d0510,-0.1963532910215005
1bs53ladv,-0.1950583134677028
y839,0.19447035150967262
t598,0.1944183343944612
1ee87lanw,0.19393684941077566
s1460,-0.1934463924813233
1jy80la,-0.19305913717075737
3an94za,-0.19278411999135947
1fe89wl,-0.192384154008248
1pl74crxxn,-0.19219913219311022
1ge91la,0.19182373002315914
u998,-0.1911768050790477
t242,-0.19091641134519838
1pc80la,-0.19035086034955118
1ab86mlxxa,0.18973925024191504
e1150,0.18761015591527958
o61003,-0.18740733633213857
1vg80fy,-0.1863966757083157
n801,-0.18627449347729164
i371,-0.18607020697207707
1rf51lalv,-0.1847494945450045
Ophthalmology,-0.18447139630397444
o98301,-0.18381948438759838
5pc91ga,-0.183278419557818
1uf73ja,-0.18324361500522646
1zz35ham9,0.18314083510538234
7sc08pm,-0.18269552610281145
i634,-0.18196121480735022
n921,-0.18140768500328186
1va74hanw,-0.18119865509606123
1cn59laag,0.18053378972814293
1ys58laxxf,0.1792031011679676
o37031,-0.17901071452210376
5ac30yai2,0.1789181626547767
1ym78vq,-0.1783534496648737
5md50gh,-0.17803233799188253
Paediatric Medicine,-0.17791826626964724
c787,0.17785781485350544
1na87qf,0.1767932698428474
e279,-0.17618191928274396
i613,-0.1760981960516587
m501,-0.17601713408200642
s9610,0.17579818671298816
c5030,-0.1752260048525399
t190,-0.17509428249980788
1ta52wk,0.17424158623843725
1en87la,-0.17411448210901256
k079,-0.17395037400786628
1vq74lanwk,-0.17382628191503757
g4021,-0.17368643700037123
c782,0.17368610145511468
1ba72sz,-0.1734932257939325
1sq53lapmq,-0.17329938991467703
k746,0.17320437455147278
3im10vx,-0.17298849300008057
1pq56ba,0.1715540669981676
m511,-0.17020875938555838
1ot52hats,0.17015349707214425
o021,-0.17013379592100963
o36531,-0.16992007824205213
h499,-0.16987132292873058
z38011,-0.1697479131362047
m191,-0.16885533803471212
3sc10vn,-0.16878799538149122
h902,-0.16852371155829277
1is53grlf,0.16848140599725003
k081,0.16795672147716015
1vg53lapn,-0.16764879550351386
1fr89wj,0.1676443618787185
1va74lanw,-0.1671258213095635
Urology,0.16693098651039723
1fh87la,-0.16690629350393044
1ep80la,-0.166559600164304
s02670,0.1664986366149554
1ya87laxxe,-0.16599681677940245
i460,-0.1659081557478349
o13001,-0.16552271993837367
t3111,-0.1635355428758795
1rs74cr,-0.1632078127096507
1uc74hakd,-0.16266307377742212
1cc80laxxk,0.16193827334226743
5ld31hai2,-0.16169054493453716
x47,-0.16162978527886143
z421,-0.16101919988035845
o63101,-0.16082538154447298
1sc74hamk,-0.16074426317564688
r9431,-0.1606651239985759
1th80la,-0.1595360425036957
m8668,0.15922071899274054
1sy80laxxn,-0.1589273060298613
k0761,-0.15855063253401078
s92301,-0.15829967477950674
1aa87sz,-0.1577290967036327
g541,-0.1575443776046394
1ke76muxxa,-0.1573966117139117
z549,-0.15714685435589076
g1229,-0.15619062620166374
t814,0.15607298833816008
r310,0.15533624886796893
c5041,-0.15475991520441917
1sc80pf,-0.1547404124280461
1vg53lapmq,-0.1545025801630907
1uc73ja,-0.15422839654480694
z38100,-0.1534429595315797
1dl91laxxa,-0.15254926951247838
j320,-0.1525060873883929
s62300,-0.1523163698108588
o71801,-0.15231008812584784
m0085,0.15200851038487312
c5081,-0.1515347957454769
m6584,-0.15090212960897503
s02410,-0.15071128332916295
f103,0.15042822298105915
o70001,-0.14998635157690224
c799,0.14996394428946994
n648,-0.14990257460543863
n40,0.14966725204280576
s02800,0.14905955583149946
k859,0.14885399205116623
1el80la,0.14874824220162208
n0839,0.14842706011159287
h420,0.14837660070606035
p128,-0.14786286543680566
z540,-0.14783326845290826
1fv83nz,-0.1477351377902611
s26811,0.14771255293992283
s42210,-0.14767820655171196
1fv87nz,-0.14722320770372185
1fj91la,-0.14717682938282217
e1123,0.14708986091262985
c434,0.14706373209185403
y602,0.14694251385639617
j030,-0.1469018369101285
o90104,0.14655538462604784
1fe89la,-0.14612687205373523
o26603,0.14609404179763666
1ka80laxxk,-0.1456766933309444
k913,0.14543201936400638
t0130,-0.14529067120767253
1fv89nz,-0.1450515422201818
1fu89nz,-0.1450339849319008
c111,0.144329641700026
y836,0.14421933255246
z430,-0.14409570703510605
o68001,-0.1435328235652732
2tx71la,-0.14345456902872963
1nt87ur,-0.14331118096367773
5ac30cka2,0.14324396129229974
n390,0.14313753588371356
e871,0.14305023697197985
o98501,-0.1430149632266391
x04,-0.142918284324292
j440,0.1427657099110263
p025,-0.1424868876632441
1el74lanw,-0.1423957378635676
i64,-0.1421087635396098
v8650,-0.1420187933364283
1ef80lanw,-0.1418279814169458
c20,0.1417031229722595
5ac30ap,-0.14159521185241625
General Surgery,0.14133463636302784
1fj72la,-0.1413071368377261
l942,0.14119386661464142
k650,0.14106672170092158
i792,-0.14092114511524914
p228,-0.14087431750686916
1fj87laag,-0.14079398914575153
s9130,0.14075801922740774
j189,0.14055086969265673
1aw87lagx,-0.14029570411502243
c062,-0.14010573603308396
1hs90laxxl,-0.13991435519842502
o63001,0.13961768324729484
1cj52lasj,-0.1390607303570078
q6218,-0.13844286266107234
s83190,-0.13818145228587703
j90,0.13802603216649953
m8407,-0.1380037002770433
y903,0.13778511667843715
f419,0.1376144953832942
s31700,-0.13757544157556814
g051,0.13752903551501922
n179,0.13750122874738233
m8412,-0.13749896988607788
1nq52lats,0.137436289785094
1ed91laxxf,-0.137380468877597
m161,-0.13737183933534192
h748,-0.13714247938500648
o72002,-0.136999491681808
1ac52mbsj,-0.13641744710012824
o36931,0.13613620114836686
k572,0.1361123513139855
s72080,-0.136103313743479
1sg58laxxf,0.13581878335504483
s36801,0.13568252958559027
f422,-0.13566263091213362
1es52la,0.13529617813519632
1rm89ca,-0.1350307968179229
1ke51la,0.1348383009614832
b004,-0.1347516509819084
Otolaryngology and ORL,-0.13444938775445223
1jk51gqgf,-0.13444005301256395
j340,-0.13401008670874517
2fj71la,-0.1338989107608201
1fq78la,-0.1338129732127891
h332,-0.13358419198181667
1gx80qb,-0.13357278971119751
1gt89qb,-0.1334632765956951
1mc91la,-0.1332136895198128
3ip10vx,-0.13314914835357572
1gj50cabp,-0.13269772231910934
2an71sz,-0.13254201211768565
1fh87laxxe,-0.1325259225597572
c258,0.13229312035231253
b977,-0.13226016042537425
z547,-0.13193947821377985
p202,-0.13181505769950533
1ym87ut,-0.1316550254532389
1ys80jaff,0.13158853897803624
1tq58laxxf,0.13134610550265405
n815,-0.13131404104782085
1eq87laxxe,-0.131248280442877
r55,-0.13103470902126957
1ij50gqoa,-0.13091643256671306
s32500,-0.13063689550660113
1ui82lakd,0.130222854506796
o34301,0.13020609373072256
m2576,-0.12972206755373608
5md54kk,-0.12963912566194266
Orthopaedic Surgery,0.12949092295746462
d140,-0.12949029398310571
o72204,0.12928149294647712
1kq76nd,0.12920087121807333
o42011,-0.12908071702439153
Oncology,0.12894537794750982
o36031,-0.1287822098749745
1cm89pf,-0.12865713618565328
e119,0.1285644011768722
1rs80da,-0.12855664078834136
y752,-0.12848291770522255
o99501,0.128308078133497
m754,-0.12825932243955657
k011,-0.1273412711740226
x02,0.12730042802038263
e876,0.12724848470953415
1tb87la,0.12689197636522165
1ta53lapm,-0.1268247743765068
p240,-0.12676446982066047
3aw94za,-0.12656504760503046
j449,0.1265275704714175
y433,0.12616308158229614
1rs80cr,-0.12603759059641012
d763,-0.12580574588156254
c772,0.1257579720211637
t8453,0.12550402146276254
e756,0.1253880272277666
d649,0.12535192043132332
1vg53lapna,-0.12530953675914183
b9540,0.12481820934453988
1yw59jacf,0.12472516930802653
5md54km,0.12468894989185149
i1580,-0.12458136886253608
1gj53lapm,-0.12456456773204576
z4001,-0.12447956354792555
c7809,0.12441446152264729
5ac24ckbd,-0.12439531123037444
z911,0.1241253424861562
k509,0.12383664156835746
m8413,-0.12371217014450682
i809,0.12369995158894416
1ot56la,0.12366747771013464
s52591,-0.12348715117531874
2nk70bcbk,0.12345281456154016
1hz30jn,-0.12292934117612844
h71,-0.12290880771580474
z5181,0.12248314706771513
1sc75pfnwn,-0.12226360291680508
a600,-0.12211822739779982
i200,-0.121964492883302
p545,-0.12194841449380646
c020,0.12163306813363935
g918,-0.12139295759826448
k9145,0.12095856453064117
1dm53lall,-0.1207400593503793
s9348,-0.1204628273957563
o66491,0.12018902905684406
n941,-0.12016197400972459
y598,0.11986261835450518
p809,-0.11945028146352613
1pe50babj,0.11937761416755062
1ij76laxxq,0.1192763666707544
1pg55jats,0.11911078362894391
1pl55laxxn,-0.11897134911758714
l0311,0.11872905311390304
m0001,-0.11864646701147062
1nv89da,-0.11840738790650263
z524,-0.11823376589170215
i100,-0.1181077785939229
c760,-0.11802606425013192
c857,0.1179080826158939
q070,-0.11786542392360738
s1100,-0.11767096061700677
1wa74lanw,-0.11764336033398899
s981,-0.11763582979742959
e1152,0.11752581415534419
1fj27ja,0.11747528343942604
m2455,-0.11741418018053301
1cx88vpxxe,-0.11707420016757616
1ym78wkxxa,-0.11677739609148073
1hx80laxxa,-0.11668985980496457
m200,0.11656112710602476
1ke57laxxl,0.11655484465616346
1va53lapm,-0.11630973723519553
1ut72la,0.11629380167937013
p031,-0.11626285470462702
i635,-0.11611309241266977
k353,0.11607636213447552
1fm89vw,-0.1159365945800227
g8199,-0.11589308921721346
m2575,-0.11568830425828044
c048,0.11558807331655806
g464,-0.11548003168151068
p741,-0.11544780814445274
n770,0.11543332208476315
1nk77rr,0.11532435786010155
5md54kh,-0.11529178623293862
r572,-0.11527066074155991
w19,-0.11518425725357559
e785,-0.1147613442641201
s02620,-0.11454615195906795
m2323,-0.11450961414808036
1rf87la,-0.11450392896880078
o40031,-0.11432564493024609
1vq74lalq,-0.11429624141124761
b07,0.11418133544324381
h690,-0.11414030286659177
r42,-0.11341806583370613
i210,-0.11333452605482533
1yd87laxxe,-0.11330023906216403
z512,0.11324643292338274
5md53kl,-0.11315450070185716
1id55laql,-0.11302664681959614
1fm89vwxxg,-0.11294059791295886
1ym91laxxe,-0.11280291604443055
1va53lapmn,-0.11276305506202794
w0203,-0.11269924253258672
1yw87la,-0.1125963681412563
z567,0.11239531081344684
p701,-0.11233489586812159
a047,0.11180554649650166
1rs74la,-0.11152632747778371
z8602,0.1113438165453363
o26801,0.11133615325703647
p032,-0.11127304474730242
s836,-0.11120420781287083
a539,0.11094686598693401
1sq91laxxg,0.11083605485387606
m8403,-0.11069102888909253
p551,-0.11052922036075132
m210,-0.11005938145795083
1mc87la,-0.10993481858986823
1fj91laxxg,-0.10978148735559165
h052,-0.10975359197200128
p120,-0.1097163505532995
1vq74hanw,-0.10963534885498692
c786,0.10950884365469332
1da58la,-0.10941808098933398
c159,0.10928577678353107
y420,0.1092845923731982
m8648,0.10925418916817577
f603,0.10914089151860044
1sc74pfnw,-0.1090618884734251
1bs55ladv,-0.1090568955530123
1jw50gqnr,-0.10882183079037051
o99802,0.10870803409398075
d181,0.108662380822715
g542,-0.10859867717673116
o10003,-0.10852469261557347
e1164,0.1085011318510735
1ef03jafa,-0.10801251400162178
1hz09lafs,-0.1079092616968695
x03,0.10787157540448382
3ij94zf,-0.1078405535585398
n920,0.1076305187424981
1ch87la,0.10747978543986116
2ge70la,-0.10733615127146955
g14,-0.10726338094527443
z511,0.10721345776808834
m6596,-0.10694565417233008
i2519,0.10690913970981565
OBS Antepartum,0.10690828352722238
s4600,-0.10675264737369854
k590,0.10663816968560673
2nk70babl,0.10647198325691155
e1178,0.1064693159292859
m8446,0.10630407316283288
1dj51cah4,0.10620778987047345
d440,-0.10614726973871565
1ya80laxxb,-0.10605240652266053
1vc91lapmn,0.10590432516942153
o47103,-0.10578196026244019
s7410,-0.10574670038945035
1ka57lagx,-0.10574453458287528
s82800,-0.10568217678225206
f638,0.10562749728789547
1wa73ja,-0.10550852872773767
1cm89llv0,0.10533865354142076
2rm71la,0.10532763655912987
1se53llsla,-0.10511487736905054
1ed87la,-0.10469834354222061
d861,-0.1046034779470638
z348,-0.10458953441580088
s0140,-0.1044555768989712
o99201,0.10436033323214912
p288,-0.1043378428986637
1oa59haaw,-0.10430156401687274
1pm52bats,0.1042483778190137
5md56aa,-0.1041849292423636
s069,-0.104047913585332
1rs80la,-0.10390712574393934
1uy72wk,0.103906021206163
z854,0.10381862848908187
y518,-0.10376023348366234
s351,0.10364403987478663
1na52ba,-0.10359194203486309
t201,0.1035536017157102
1hh59graw,-0.10345331858516166
1mc91laxxg,0.1033910970074908
d291,-0.10330424768554926
y635,-0.10323128984316038
s83400,-0.10311958168919823
1ga87baag,-0.10301292615367821
w25,0.10287417313078186
s153,-0.10280498283982238
1ae53seja,-0.10272442253987522
m6786,-0.1027167659213031
1cp80la,-0.10264008072104856
d733,0.10262609382557356
1rn87crak,-0.10258828374043354
1ym80laxxg,0.10251423509247894
1dl91laxxq,-0.10249015377819407
t068,-0.10235310115351204
1ke51gqm0,-0.10210869333036396
1rs59cagx,-0.10208392881746287
s82201,-0.10205616013536607
p251,-0.10203200784912878
t812,-0.1020103469925898
x79,0.10200304212926027
m1251,-0.10189093932333215
z38311,-0.1018474686953738
k8050,0.10183003014695204
o73104,0.10182414701905629
1vg53lappq,-0.10178510446515746
n816,0.10146534806338998
s0488,-0.1014220884341666
l209,-0.10128754609399127
1rm87lagx,-0.10121715784589294
1pc59haaw,-0.10110483107264295
1ke80gqnrn,-0.10103933041402041
f388,0.1010384694670056
d3614,-0.1010094454502114
5pc91gc,0.10100230943784053
1ma87la,-0.10092916170537362
z850,0.10088343539860227
c040,0.10070072661412172
1is87laxxn,0.10053967333819891
1jw57gpgx,-0.10047833605545796
y848,0.10041920895179608
y19,-0.10040788957272812
m1183,-0.10031819772316507
1vg53lappa,-0.10021830697898894
z470,-0.10015540332462787
z5180,0.09996718837632244
e539,0.09988249494335956
1nq74pc,-0.09981441543201515
n189,0.09959283045102944
b005,-0.0995664088161529
q540,-0.09956380634761164
2fr71la,-0.09943454372915725
q359,-0.09936930898859178
1uc75lakda,-0.09932841322722906
o14201,0.09932376696072853
k519,0.09909518523160676
o75201,-0.09899481751263613
p033,-0.0989351806289445
t292,-0.09887144946414034
1hp80la,-0.09887089517318913
p071,-0.09879191166985887
h904,-0.0987744551620986
1hz35hzj2,0.09876482124231681
f148,0.09852094413348038
z3580,-0.09850582743622127
c33,-0.09846024918907112
1hz53qank,-0.09840943521341333
t629,0.09827955588063077
1kt50gqbp,0.09822325594211802
s4638,0.09812789867556616
s6350,-0.09800193152816582
m204,0.0979951808147431
y04,-0.09784351408133704
1tc80wu,-0.09781324916060312
m6514,-0.0977871667469046
s254,0.09778303690224245
k520,0.09770213766698224
o99001,0.0976776664240748
1vg53lapnq,-0.09760566922195056
1vg53lapp,-0.09742929319936869
s055,-0.09719654788354652
Neurosurgery,-0.09715790800171283
1bm87la,-0.09708549230317678
1an53seja,-0.09680226443144617
m7989,0.0963540551196541
o68201,-0.0963306160943425
1cc85laxxk,-0.09627300049336641
1ea58wlxxf,0.09603809310261402
t833,-0.09580032208875548
d352,0.09573489447186997
1dl53laef,-0.09570270549556811
o32501,0.09566692386168715
s52600,-0.09550700084931475
1ve80la,-0.09549104919839872
1va74lanwa,-0.09548620380238435
j9508,0.09547529761522518
1uf74hakd,0.09524609669924951
1eq87laxxq,-0.09522656559670806
h405,0.0952105367310644
t8767,0.0951338520473158
c448,-0.09502236659954023
o031,0.09482146206350191
1cd80la,-0.09477729038569697
1se53llsln,-0.0947589392115925
1id55gqql,-0.09459353883848899
t71,-0.09451540398423026
r470,-0.09445450305722189
r410,0.0943094105199365
c5040,-0.0941037795399379
s52101,-0.09403412817640046
e875,0.09397356464904544
p123,-0.09362495565104706
j172,-0.09358312945135004
1va53lapn,-0.09353531259566768
1ot72la,0.0934341403703314
1pg72da,-0.09340742384132135
1fr87la,-0.09336259129556902
o41131,-0.0933091217147658
1md89la,-0.09319403816160608
f402,-0.09309654032985545
1rd89da,-0.09306450493397934
o11003,-0.09290068110351152
z22300,0.09277850253965089
x78,0.09261572319853181
2ws71la,0.09247425599491092
z947,-0.09242378496311132
2yf71la,-0.09241609430727456
1jq80la,0.0923074888825477
l405,-0.09205379649981453
p298,-0.0920046949821668
1vp74lakd,-0.09198975234836984
c5080,-0.09182630972409395
3rz94za,0.09176379356622841
1gj50cats,0.09158671727128495
t0120,0.0915665693116544
k432,0.0913426125522741
p201,-0.09097117043455871
s498,-0.0909595013534235
1yt87laxxb,-0.09084217681160268
1sk74lanw,0.09077700439811624
t3112,-0.09069522869940953
p704,-0.09062065858716242
1ba72la,-0.09054955296280226
1va74halq,-0.09054070155073295
1sq55lanw,0.09051601230807675
q658,-0.09046159817068844
c966,-0.09035212344926953
1vc74lanwq,-0.09025408257927596
t8419,-0.09024802234492366
2ub71ha,0.09008971847863438
e1450,0.09005307573736002
k0713,-0.09003654395238866
n12,-0.09002507577621172
1we75lanwa,-0.08996454584059521
h729,-0.08992939920826931
1cl89np,-0.08990701238123126
y407,0.08975085739659946
t828,-0.08973597900799243
1ee91lakd,-0.08972001645103775
m2531,-0.08956713717928952
q748,-0.08951356388250685
t675,-0.08950919560602516
e860,0.08924292693490508
d700,0.08913177914757
i738,-0.08904710036578416
i328,0.08898418829555664
s82401,-0.08886973047148641
m5414,-0.08874168788800008
c3490,0.08867097951387747
1qt91pk,0.08864453695029538
1wa75lanwa,-0.08855245411430031
1cx74ux,0.08850540662684998
m238,-0.08839372716493868
w50,-0.08838898003120879
o99009,-0.08837047207954109
k922,0.0881773120037149
s0131,-0.08810261338906995
s2170,-0.08808271749014428
m7116,-0.08806887837821072
q049,-0.08805067459335536
1wa55lanw,-0.08803027642112465
g4031,-0.08793550019658931
s052,-0.08791163940047893
o14904,0.08774825830360576
f191,0.08773491671049193
i603,-0.08768263948684454
c444,0.08767221521881537
z8642,0.08752847204679137
1wj73ja,-0.08748592012630266
m8442,0.08708332581927804
1vg74lanwa,-0.08684533201108201
e1010,0.08677457427577309
1ed91la,-0.08677237189966783
k9143,0.08672637119051424
c672,0.08671547249799125
1ow89la,0.0866782504521249
j448,0.08655024868877031
s82101,-0.0864101169265763
1uu80la,-0.08630734029091272
n840,-0.08628061798830484
1pz37jagj,-0.08626939175187795
1gm50ba,0.0860428964230368
1gw87la,-0.08599423256512681
s1418,-0.08592583740356587
n979,-0.0859127963159292
m4316,0.08590889005022398
m2456,-0.08590543556086212
x61,0.08587499902722671
p0591,-0.08587146640451825
z507,-0.08584822369820382
1rs13canp,0.08576726408540247
y871,-0.08575041449756293
1rn26ca,-0.085750401059884
1tm73ja,-0.08571947787212827
2gm70ba,-0.08568301510342322
1rf89la,0.08560463978935137
1ax53hhft,0.08559936437090716
z340,-0.08548056005932611
1hz87laxxl,-0.08543480530404732
p969,-0.08537528243835467
t200,-0.08530847472560701
n812,-0.0851850547494307
Oral Surgery,0.08517538650207182
d485,-0.08516385100125853
1gj59baag,-0.08510875291978472
1bn72la,-0.08497122309175295
5md40lh,-0.08492100424768613
b485,0.08466362731877262
o24801,-0.0845472722343045
1qe80la,-0.08452232187806082
c418,-0.08450561529657767
k0760,-0.08441834293726652
b956,0.08436278364391936
3oj10wz,0.08426501172539387
5ac30cai2,0.0841805408455047
s72190,-0.08416559651081995
1ax52ha,0.08414177454027863
f03,-0.08401615226014948
1jl51la,-0.08398319612783067
k501,0.08397540014949371
1vc74lanva,-0.0839540417113839
e034,0.08378839351060428
k8308,0.08378389898001329
1mc91vb,-0.08374029565329005
1we75lanwq,-0.08366858323416484
z752,-0.08366332398209912
5md60jw,-0.08362055932061137
c473,-0.08353657053425205
d443,-0.08350621091748915
n800,-0.08343268123650137
1nf13bafa,0.083404688488815
1pe52hh,0.08337295646696724
s092,0.08337165474581487
t230,-0.08336512614648486
1en80lanwq,-0.08315262052128546
c5050,-0.08314587228369319
1cx80udxxa,0.08309368506048613
3tk12va,-0.08308381901556913
t241,0.08307371871988571
e1151,0.08305775959063469
1pm86rb,-0.08303616840320434
s62000,-0.0830006872263259
h333,-0.08298974765426298
1nm91tf,0.082908969848695
t8183,0.0828656102565179
j358,-0.08284715912078505
o32201,-0.0828042646701952
c833,0.08277470050518625
1em53lald,-0.08274981598399558
o98801,0.08270815053629917
1ky76lasj,-0.08269245885512051
q180,-0.08263248672723564
1gz32camu,-0.08255740458773411
z305,-0.08253922885296122
x70,0.08247785711527383
c259,0.08240777631064473
u075,-0.08235504844421457
s83510,0.08235017188732555
k5521,0.08233488593287638
t84042,-0.08227436127798772
7sp10vb,-0.08222591512531933
s31800,-0.08221808715031557
male,0.08216216860465948
q532,-0.08211961323330245
female,-0.08200058823818382
1vg80la,0.08191964909114909
q381,-0.08183492559045288
k839,0.08182892009231406
1vp80la,0.08179058326497056
m753,-0.08167017052794585
h188,-0.08155398135177185
1oa13laxxn,0.08154070394052884
m2515,0.08151445651050272
y834,0.08149438397788626
g82223,-0.08143895004643861
n944,-0.08138547981437268
1ym90lapmg,-0.08133984899955728
g465,-0.08131388974134107
q240,-0.08130875898197809
w0501,-0.08120237747768053
e1136,-0.08120183270132995
1ec80laxxa,0.08119020852568491
1pz21hqbr,0.08117670900592745
1rf87ra,-0.08104559675963893
e273,0.080943195294131
1fj87la,-0.08090059257452842
y606,0.08089670258358915
1fm91laxxg,-0.08085696639150963
1an55seja,-0.08079349525414498
m8735,-0.08078038504443504
e877,0.08070341476456404
s550,-0.08059670788318662
j321,-0.0805593996095217
z431,0.08055927362970991
3va12va,-0.08054316317929255
1ee78la,-0.08042844083514063
o36591,-0.08041819337906748
h360,-0.08032259218236004
1uy52hats,0.08025788441493163
1vz02yp,-0.08019501005283212
e1168,0.08017745456506889
1se53llsl,-0.08002390955566571
b9688,0.07993984083357224
1jw51gpge,-0.07993668650373212
o32003,-0.0798436827209881
COVID Pandemic,0.0798361136321781
1tq80la,0.07974983912979446
3aw12va,-0.07973042824286117
1hv90wjxxd,0.07960014783344746
3vg94zb,-0.07958400282497428
s1411,-0.07943779852371687
e512,0.07938650792352983
m8795,-0.07935838784000991
1oa85laxxk,0.07934227640703982
s83401,-0.07933267480733436
t8454,0.07925873860930666
t543,-0.07922317107663363
g467,-0.07910781106992107
q270,-0.07909280574513701
n731,0.07909078963345072
1uy59lagx,0.07892568384846854
n808,-0.07891491103691677
x46,0.07889134759382899
c7988,0.0788664625350206
s982,-0.07880105717121681
o62301,-0.07876417333406607
x1500,0.07872588749405389
1aa87szxxn,-0.07871969695729798
1ef55jafa,0.07869254620516891
1dg84laaga,-0.07863890374754856
s4438,-0.0785702551007071
k861,0.07848905887227915
c5700,-0.07838875675566347
1od54hats,0.07836490425312646
m6591,-0.0783518028057609
1jm80laxxn,-0.07827905372421405
