Model;split;TN;FP;FN;TP;Precision;Recall;F1-Score;AUC;experiment_params;model_params;config_id;model_id
SVC();TRAIN;14872;25301;12122;28051;0.5257722297195981;0.6982550469220621;0.5998609997326918;0.5416293304018802;{'description': '(N)+(C)+(D)+(I) with U(1.0) and O(0.1)', 'fix_skew': False, 'normalize': False, 'fix_missing_in_testing': True, 'numerical_features': True, 'categorical_features': True, 'diagnosis_features': True, 'intervention_features': True, 'use_idf': False, 'class_balanced': False, 'remove_outliers': False, 'under_sample_majority_class': False, 'over_sample_minority_class': False, 'feature_selection': False, 'diagnosis_embeddings': False, 'intervention_embeddings': False, 'diag_embedding_model_name': 'diag_conf_11', 'interv_embedding_model_name': 'interv_conf_2', 'smote_and_undersampling': True, 'under_sampling_ration': 1.0, 'over_sampling_ration': 0.1};{'model_name': 'SVC()', 'C': 1.0, 'kernel': 'rbf', 'degree': 3, 'gamma': 'scale', 'coef0': 0.0, 'shrinking': True, 'probability': True, 'tol': 0.001, 'cache_size': 200, 'class_weight': None, 'verbose': False, 'max_iter': 5000, 'decision_function_shape': 'ovr', 'break_ties': False, 'random_state': None, 'configuration_ids': ['configuration_89', 'configuration_90', 'configuration_91', 'configuration_92']};configuration_91;model_306
SVC();TEST;37145;63206;1415;3118;0.0470116398287196;0.6878446944628281;0.0880082419521007;0.5356950962698911;{'description': '(N)+(C)+(D)+(I) with U(1.0) and O(0.1)', 'fix_skew': False, 'normalize': False, 'fix_missing_in_testing': True, 'numerical_features': True, 'categorical_features': True, 'diagnosis_features': True, 'intervention_features': True, 'use_idf': False, 'class_balanced': False, 'remove_outliers': False, 'under_sample_majority_class': False, 'over_sample_minority_class': False, 'feature_selection': False, 'diagnosis_embeddings': False, 'intervention_embeddings': False, 'diag_embedding_model_name': 'diag_conf_11', 'interv_embedding_model_name': 'interv_conf_2', 'smote_and_undersampling': True, 'under_sampling_ration': 1.0, 'over_sampling_ration': 0.1};{'model_name': 'SVC()', 'C': 1.0, 'kernel': 'rbf', 'degree': 3, 'gamma': 'scale', 'coef0': 0.0, 'shrinking': True, 'probability': True, 'tol': 0.001, 'cache_size': 200, 'class_weight': None, 'verbose': False, 'max_iter': 5000, 'decision_function_shape': 'ovr', 'break_ties': False, 'random_state': None, 'configuration_ids': ['configuration_89', 'configuration_90', 'configuration_91', 'configuration_92']};configuration_91;model_306
MLPClassifier(hidden=(100,), early_stopping=False);TRAIN;37208;2965;2047;38126;0.9278430799931858;0.9490453787369626;0.93832447332152;0.9863770155172152;{'description': '(N)+(C)+(D)+(I) with U(1.0) and O(0.1)', 'fix_skew': False, 'normalize': False, 'fix_missing_in_testing': True, 'numerical_features': True, 'categorical_features': True, 'diagnosis_features': True, 'intervention_features': True, 'use_idf': False, 'class_balanced': False, 'remove_outliers': False, 'under_sample_majority_class': False, 'over_sample_minority_class': False, 'feature_selection': False, 'diagnosis_embeddings': False, 'intervention_embeddings': False, 'diag_embedding_model_name': 'diag_conf_11', 'interv_embedding_model_name': 'interv_conf_2', 'smote_and_undersampling': True, 'under_sampling_ration': 1.0, 'over_sampling_ration': 0.1};{'model_name': 'MLPClassifier(hidden=(100,), early_stopping=False)', 'hidden_layer_sizes': [100], 'activation': 'relu', 'solver': 'adam', 'alpha': 0.0001, 'batch_size': 'auto', 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'power_t': 0.5, 'max_iter': 1000, 'shuffle': True, 'random_state': None, 'tol': 0.0001, 'verbose': False, 'warm_start': False, 'momentum': 0.9, 'nesterovs_momentum': True, 'early_stopping': False, 'validation_fraction': 0.1, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'n_iter_no_change': 10, 'max_fun': 15000, 'configuration_ids': ['configuration_89', 'configuration_90', 'configuration_91', 'configuration_92']};configuration_91;model_307
MLPClassifier(hidden=(100,), early_stopping=False);TEST;72732;27619;2425;2108;0.0709119655532008;0.4650341936907125;0.1230589608873321;0.6315585614589856;{'description': '(N)+(C)+(D)+(I) with U(1.0) and O(0.1)', 'fix_skew': False, 'normalize': False, 'fix_missing_in_testing': True, 'numerical_features': True, 'categorical_features': True, 'diagnosis_features': True, 'intervention_features': True, 'use_idf': False, 'class_balanced': False, 'remove_outliers': False, 'under_sample_majority_class': False, 'over_sample_minority_class': False, 'feature_selection': False, 'diagnosis_embeddings': False, 'intervention_embeddings': False, 'diag_embedding_model_name': 'diag_conf_11', 'interv_embedding_model_name': 'interv_conf_2', 'smote_and_undersampling': True, 'under_sampling_ration': 1.0, 'over_sampling_ration': 0.1};{'model_name': 'MLPClassifier(hidden=(100,), early_stopping=False)', 'hidden_layer_sizes': [100], 'activation': 'relu', 'solver': 'adam', 'alpha': 0.0001, 'batch_size': 'auto', 'learning_rate': 'constant', 'learning_rate_init': 0.001, 'power_t': 0.5, 'max_iter': 1000, 'shuffle': True, 'random_state': None, 'tol': 0.0001, 'verbose': False, 'warm_start': False, 'momentum': 0.9, 'nesterovs_momentum': True, 'early_stopping': False, 'validation_fraction': 0.1, 'beta_1': 0.9, 'beta_2': 0.999, 'epsilon': 1e-08, 'n_iter_no_change': 10, 'max_fun': 15000, 'configuration_ids': ['configuration_89', 'configuration_90', 'configuration_91', 'configuration_92']};configuration_91;model_307
BernoulliNB(alpha=0.25);TRAIN;29394;10779;11738;28435;0.7251236803182537;0.7078137057227492;0.71636414022447;0.7914586268990456;{'description': '(N)+(C)+(D)+(I) with U(1.0) and O(0.1)', 'fix_skew': False, 'normalize': False, 'fix_missing_in_testing': True, 'numerical_features': True, 'categorical_features': True, 'diagnosis_features': True, 'intervention_features': True, 'use_idf': False, 'class_balanced': False, 'remove_outliers': False, 'under_sample_majority_class': False, 'over_sample_minority_class': False, 'feature_selection': False, 'diagnosis_embeddings': False, 'intervention_embeddings': False, 'diag_embedding_model_name': 'diag_conf_11', 'interv_embedding_model_name': 'interv_conf_2', 'smote_and_undersampling': True, 'under_sampling_ration': 1.0, 'over_sampling_ration': 0.1};{'model_name': 'BernoulliNB(alpha=0.25)', 'alpha': 0.25, 'force_alpha': 'warn', 'binarize': 0.0, 'fit_prior': True, 'class_prior': None, 'configuration_ids': ['configuration_89', 'configuration_90', 'configuration_91', 'configuration_92']};configuration_91;model_310
BernoulliNB(alpha=0.25);TEST;72010;28341;2143;2390;0.0777716312518304;0.5272446503419369;0.135549001814882;0.6841668580256606;{'description': '(N)+(C)+(D)+(I) with U(1.0) and O(0.1)', 'fix_skew': False, 'normalize': False, 'fix_missing_in_testing': True, 'numerical_features': True, 'categorical_features': True, 'diagnosis_features': True, 'intervention_features': True, 'use_idf': False, 'class_balanced': False, 'remove_outliers': False, 'under_sample_majority_class': False, 'over_sample_minority_class': False, 'feature_selection': False, 'diagnosis_embeddings': False, 'intervention_embeddings': False, 'diag_embedding_model_name': 'diag_conf_11', 'interv_embedding_model_name': 'interv_conf_2', 'smote_and_undersampling': True, 'under_sampling_ration': 1.0, 'over_sampling_ration': 0.1};{'model_name': 'BernoulliNB(alpha=0.25)', 'alpha': 0.25, 'force_alpha': 'warn', 'binarize': 0.0, 'fit_prior': True, 'class_prior': None, 'configuration_ids': ['configuration_89', 'configuration_90', 'configuration_91', 'configuration_92']};configuration_91;model_310
ComplementNB();TRAIN;19400;20773;12075;28098;0.5749421947576272;0.6994249869315212;0.6311037240016172;0.6333892001652135;{'description': '(N)+(C)+(D)+(I) with U(1.0) and O(0.1)', 'fix_skew': False, 'normalize': False, 'fix_missing_in_testing': True, 'numerical_features': True, 'categorical_features': True, 'diagnosis_features': True, 'intervention_features': True, 'use_idf': False, 'class_balanced': False, 'remove_outliers': False, 'under_sample_majority_class': False, 'over_sample_minority_class': False, 'feature_selection': False, 'diagnosis_embeddings': False, 'intervention_embeddings': False, 'diag_embedding_model_name': 'diag_conf_11', 'interv_embedding_model_name': 'interv_conf_2', 'smote_and_undersampling': True, 'under_sampling_ration': 1.0, 'over_sampling_ration': 0.1};{'model_name': 'ComplementNB()', 'alpha': 1.0, 'force_alpha': 'warn', 'fit_prior': True, 'class_prior': None, 'norm': False, 'configuration_ids': ['configuration_89', 'configuration_90', 'configuration_91', 'configuration_92']};configuration_91;model_311
ComplementNB();TEST;47898;52453;1440;3093;0.0556835775753429;0.6823295830575777;0.1029644301669468;0.6171556071148574;{'description': '(N)+(C)+(D)+(I) with U(1.0) and O(0.1)', 'fix_skew': False, 'normalize': False, 'fix_missing_in_testing': True, 'numerical_features': True, 'categorical_features': True, 'diagnosis_features': True, 'intervention_features': True, 'use_idf': False, 'class_balanced': False, 'remove_outliers': False, 'under_sample_majority_class': False, 'over_sample_minority_class': False, 'feature_selection': False, 'diagnosis_embeddings': False, 'intervention_embeddings': False, 'diag_embedding_model_name': 'diag_conf_11', 'interv_embedding_model_name': 'interv_conf_2', 'smote_and_undersampling': True, 'under_sampling_ration': 1.0, 'over_sampling_ration': 0.1};{'model_name': 'ComplementNB()', 'alpha': 1.0, 'force_alpha': 'warn', 'fit_prior': True, 'class_prior': None, 'norm': False, 'configuration_ids': ['configuration_89', 'configuration_90', 'configuration_91', 'configuration_92']};configuration_91;model_311
BalancedRandomForestClassifier(sampling_strategy=majority, replace=True,n_estimators=500,balanced_subsample);TRAIN;40160;13;242;39931;0.9996745443621068;0.993976053568317;0.9968171549109428;0.998855492647326;{'description': '(N)+(C)+(D)+(I) with U(1.0) and O(0.1)', 'fix_skew': False, 'normalize': False, 'fix_missing_in_testing': True, 'numerical_features': True, 'categorical_features': True, 'diagnosis_features': True, 'intervention_features': True, 'use_idf': False, 'class_balanced': False, 'remove_outliers': False, 'under_sample_majority_class': False, 'over_sample_minority_class': False, 'feature_selection': False, 'diagnosis_embeddings': False, 'intervention_embeddings': False, 'diag_embedding_model_name': 'diag_conf_11', 'interv_embedding_model_name': 'interv_conf_2', 'smote_and_undersampling': True, 'under_sampling_ration': 1.0, 'over_sampling_ration': 0.1};{'model_name': 'BalancedRandomForestClassifier(sampling_strategy=majority, replace=True,n_estimators=500,balanced_subsample)', 'n_estimators': 500, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.0, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'bootstrap': True, 'oob_score': False, 'sampling_strategy': 'all', 'replacement': True, 'n_jobs': None, 'verbose': 0, 'warm_start': False, 'class_weight': None, 'ccp_alpha': 0.0, 'max_samples': None, 'configuration_ids': ['configuration_89', 'configuration_90', 'configuration_91', 'configuration_92']};configuration_91;model_305
BalancedRandomForestClassifier(sampling_strategy=majority, replace=True,n_estimators=500,balanced_subsample);TEST;89083;11268;3036;1497;0.1172737955346651;0.3302448709463931;0.1730835934790149;0.7259504216309292;{'description': '(N)+(C)+(D)+(I) with U(1.0) and O(0.1)', 'fix_skew': False, 'normalize': False, 'fix_missing_in_testing': True, 'numerical_features': True, 'categorical_features': True, 'diagnosis_features': True, 'intervention_features': True, 'use_idf': False, 'class_balanced': False, 'remove_outliers': False, 'under_sample_majority_class': False, 'over_sample_minority_class': False, 'feature_selection': False, 'diagnosis_embeddings': False, 'intervention_embeddings': False, 'diag_embedding_model_name': 'diag_conf_11', 'interv_embedding_model_name': 'interv_conf_2', 'smote_and_undersampling': True, 'under_sampling_ration': 1.0, 'over_sampling_ration': 0.1};{'model_name': 'BalancedRandomForestClassifier(sampling_strategy=majority, replace=True,n_estimators=500,balanced_subsample)', 'n_estimators': 500, 'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'min_samples_leaf': 1, 'min_weight_fraction_leaf': 0.0, 'max_features': 'sqrt', 'max_leaf_nodes': None, 'min_impurity_decrease': 0.0, 'bootstrap': True, 'oob_score': False, 'sampling_strategy': 'all', 'replacement': True, 'n_jobs': None, 'verbose': 0, 'warm_start': False, 'class_weight': None, 'ccp_alpha': 0.0, 'max_samples': None, 'configuration_ids': ['configuration_89', 'configuration_90', 'configuration_91', 'configuration_92']};configuration_91;model_305
